labels,mm_x,mm_y,mm_z,surfmm_x,surfmm_y,surfmm_z,vox_x,vox_y,vox_z,roi,roiNum
LA1,-19.125,-7.4375,-14.4375,-18.125,9.5625,-33.4375,146,161,137,Left-Amygdala,18.0
LA2,-23.225806451612897,-8.096774193548384,-13.16129032258064,-22.225806451612897,8.903225806451616,-32.16129032258064,150,160,136,Left-Amygdala,18.0
LA3,-27.571428571428584,-8.26190476190476,-11.666666666666655,-26.571428571428584,8.73809523809524,-30.666666666666657,154,158,136,Left-Amygdala,18.0
LA4,-32.953488372093034,-8.930232558139522,-10.0,-31.953488372093037,8.069767441860478,-29.0,159,157,136,Left-Putamen,12.0
LA5,-37.16666666666666,-9.520833333333345,-8.395833333333343,-36.16666666666666,7.479166666666657,-27.395833333333343,164,155,135,ctx-lh-insula,1035.0
LA6,-42.31999999999999,-9.47999999999999,-7.1200000000000045,-41.31999999999999,7.52000000000001,-26.120000000000005,169,154,135,ctx-lh-insula,1035.0
LA7,-47.775000000000006,-9.525000000000006,-5.800000000000011,-46.775000000000006,7.474999999999994,-24.80000000000001,174,152,135,ctx-lh-superiortemporal,1030.0
LA8,-52.93181818181819,-10.25,-6.113636363636374,-51.93181818181819,6.75,-25.11363636363637,179,153,134,ctx-lh-superiortemporal,1030.0
LA9,-58.34693877551021,-11.673469387755093,-6.632653061224488,-57.34693877551021,5.326530612244909,-25.632653061224488,185,153,133,ctx-lh-superiortemporal,1030.0
LA10,-63.82222222222222,-12.26666666666668,-7.377777777777766,-62.82222222222222,4.73333333333332,-26.37777777777777,190,154,132,ctx-lh-superiortemporal,1030.0
LA11,-69.44186046511629,-12.604651162790702,-8.720930232558146,-68.44186046511629,4.395348837209298,-27.720930232558143,196,155,132,ctx-lh-superiortemporal,1030.0
LB1,-17.636363636363626,-12.204545454545467,-17.954545454545467,-16.636363636363626,4.7954545454545325,-36.95454545454547,144,164,132,Left-Hippocampus,17.0
LB2,-22.461538461538453,-14.076923076923066,-18.15384615384616,-21.461538461538453,2.923076923076934,-37.15384615384616,149,165,130,Left-Hippocampus,17.0
LB3,-27.428571428571416,-15.514285714285704,-19.19999999999999,-26.428571428571416,1.4857142857142946,-38.19999999999999,154,166,129,Left-Hippocampus,17.0
LB4,-32.23333333333332,-17.16666666666667,-19.73333333333332,-31.23333333333332,-0.1666666666666714,-38.73333333333332,159,166,127,Left-Hippocampus,17.0
LB5,-37.79411764705881,-18.67647058823529,-19.529411764705884,-36.79411764705881,-1.67647058823529,-38.52941176470589,164,166,126,ctx-lh-fusiform,1007.0
LB6,-42.71052631578948,-19.315789473684205,-19.42105263157896,-41.71052631578948,-2.3157894736842053,-38.42105263157896,169,166,125,ctx-lh-fusiform,1007.0
LB8,-50.19512195121951,-22.5609756097561,-21.78048780487805,-49.19512195121951,-5.560975609756099,-40.78048780487805,177,168,122,ctx-lh-inferiortemporal,1009.0
LB9,-54.78571428571428,-24.11904761904762,-23.166666666666657,-53.78571428571428,-7.11904761904762,-42.16666666666666,181,170,120,ctx-lh-inferiortemporal,1009.0
LB10,-60.90909090909091,-24.127272727272725,-23.23636363636365,-59.90909090909091,-7.127272727272725,-42.23636363636365,187,170,120,ctx-lh-inferiortemporal,1009.0
LB11,-66.6,-24.90000000000001,-23.333333333333343,-65.6,-7.900000000000006,-42.33333333333334,193,170,120,ctx-lh-middletemporal,1015.0
LC1,-17.0,-25.22222222222223,-16.425925925925924,-16.0,-8.222222222222229,-35.425925925925924,144,163,119,Left-Hippocampus,17.0
LC2,-22.382352941176464,-26.411764705882348,-16.205882352941188,-21.382352941176464,-9.411764705882348,-35.20588235294119,149,163,118,Left-Hippocampus,17.0
LC3,-26.92105263157896,-27.44736842105263,-15.97368421052633,-25.92105263157896,-10.44736842105263,-34.97368421052633,153,162,117,Left-Hippocampus,17.0
LC4,-32.08000000000001,-29.56,-16.879999999999995,-31.080000000000013,-12.560000000000002,-35.879999999999995,159,163,115,ctx-lh-parahippocampal,1016.0
LC5,-35.68181818181819,-30.36363636363636,-16.590909090909093,-34.68181818181819,-13.36363636363636,-35.59090909090909,162,163,114,ctx-lh-fusiform,1007.0
LC6,-40.79310344827587,-30.75862068965517,-16.51724137931035,-39.79310344827587,-13.758620689655174,-35.51724137931035,167,163,114,ctx-lh-fusiform,1007.0
LC7,-45.56756756756758,-31.75675675675676,-17.351351351351354,-44.56756756756758,-14.756756756756758,-36.35135135135136,172,164,113,ctx-lh-inferiortemporal,1009.0
LC8,-50.88095238095238,-32.83333333333333,-17.26190476190476,-49.88095238095238,-15.833333333333329,-36.26190476190476,177,164,112,ctx-lh-inferiortemporal,1009.0
LC9,-56.434782608695656,-33.60869565217391,-15.326086956521747,-55.434782608695656,-16.608695652173907,-34.32608695652175,183,162,111,ctx-lh-inferiortemporal,1009.0
LC10,-60.0408163265306,-35.61224489795919,-15.51020408163265,-59.0408163265306,-18.612244897959187,-34.51020408163265,187,162,109,ctx-lh-middletemporal,1015.0
LC11,-65.71186440677965,-37.79661016949153,-17.711864406779654,-64.71186440677965,-20.79661016949153,-36.71186440677965,192,164,107,ctx-lh-middletemporal,1015.0
LD1,-28.97826086956522,-40.586956521739125,-23.608695652173907,-27.97826086956522,-23.586956521739125,-42.60869565217391,155,170,104,ctx-lh-fusiform,1007.0
LD2,-32.485714285714295,-43.82857142857142,-20.0,-31.48571428571429,-26.828571428571426,-39.0,159,167,101,ctx-lh-fusiform,1007.0
LD3,-35.25581395348837,-45.93023255813954,-15.883720930232556,-34.25581395348837,-28.930232558139537,-34.88372093023256,162,162,99,ctx-lh-fusiform,1007.0
LD9,-46.081081081081095,-52.37837837837837,13.945945945945937,-45.081081081081095,-35.37837837837837,-5.054054054054063,173,133,92,ctx-lh-inferiorparietal,1008.0
LD10,-48.56,-53.52,18.960000000000008,-47.56,-36.52,-0.039999999999992,175,128,91,ctx-lh-supramarginal,1031.0
LD11,-49.97222222222223,-55.75,21.97222222222223,-48.97222222222223,-38.75,2.9722222222222285,176,125,89,ctx-lh-inferiorparietal,1008.0
LD12,-52.55882352941177,-56.147058823529406,26.941176470588232,-51.55882352941177,-39.147058823529406,7.941176470588232,179,120,88,ctx-lh-supramarginal,1031.0
LE2,-37.783783783783775,2.6486486486486456,-9.108108108108098,-36.783783783783775,19.64864864864865,-28.108108108108095,164,156,147,ctx-lh-insula,1035.0
LE3,-43.41999999999999,2.1200000000000045,-10.620000000000005,-42.41999999999999,19.120000000000005,-29.620000000000005,170,157,147,ctx-lh-insula,1035.0
LE4,-48.6,3.2857142857142776,-12.085714285714287,-47.6,20.28571428571428,-31.08571428571429,175,159,148,ctx-lh-superiortemporal,1030.0
LE5,-53.36842105263159,4.026315789473671,-13.47368421052633,-52.36842105263159,21.02631578947367,-32.47368421052633,180,160,149,ctx-lh-superiortemporal,1030.0
LE6,-59.52000000000001,4.02000000000001,-15.659999999999997,-58.52000000000001,21.02000000000001,-34.66,186,162,149,ctx-lh-superiortemporal,1030.0
LF1,-32.21568627450981,-19.509803921568636,-3.666666666666657,-31.215686274509807,-2.5098039215686327,-22.666666666666657,159,150,125,Left-Putamen,12.0
LF2,-39.81034482758622,-20.43103448275862,-5.34482758620689,-38.81034482758622,-3.431034482758619,-24.34482758620689,166,152,124,ctx-lh-insula,1035.0
LF3,-44.93617021276594,-20.489361702127653,-6.085106382978722,-43.93617021276594,-3.4893617021276526,-25.08510638297872,171,153,124,ctx-lh-superiortemporal,1030.0
LF4,-50.38709677419354,-20.19354838709677,-6.451612903225794,-49.38709677419354,-3.1935483870967687,-25.451612903225797,177,153,124,ctx-lh-superiortemporal,1030.0
LF5,-54.43243243243242,-19.83783783783784,-7.189189189189193,-53.43243243243242,-2.8378378378378386,-26.189189189189197,181,154,125,ctx-lh-superiortemporal,1030.0
LF6,-58.30769230769232,-20.230769230769223,-9.230769230769226,-57.30769230769232,-3.2307692307692264,-28.230769230769223,185,156,124,ctx-lh-middletemporal,1015.0
LF7,-62.97058823529412,-20.602941176470598,-11.514705882352928,-61.97058823529412,-3.602941176470594,-30.514705882352928,189,158,124,ctx-lh-middletemporal,1015.0
LF8,-68.91228070175438,-21.70175438596492,-12.228070175438605,-67.91228070175438,-4.701754385964918,-31.228070175438603,195,159,123,ctx-lh-middletemporal,1015.0
LG1,0.6530612244897895,-47.08163265306122,24.306122448979597,1.6530612244897895,-30.08163265306122,5.306122448979593,126,122,97,ctx-rh-isthmuscingulate,2010.0
LG2,-5.849999999999994,-47.85,22.849999999999994,-4.849999999999994,-30.849999999999994,3.8499999999999934,132,124,97,ctx-lh-isthmuscingulate,1010.0
LG3,-10.909090909090908,-49.48484848484848,22.060606060606062,-9.909090909090908,-32.484848484848484,3.0606060606060623,137,124,95,ctx-lh-precuneus,1025.0
LG8,-36.32432432432432,-51.78378378378379,20.29729729729729,-35.32432432432432,-34.78378378378379,1.2972972972972912,163,126,93,ctx-lh-inferiorparietal,1008.0
LG9,-41.29166666666666,-52.375,20.5,-40.29166666666666,-35.375,1.5,168,126,92,ctx-lh-inferiorparietal,1008.0
LG10,-45.74074074074073,-51.25925925925925,21.148148148148152,-44.74074074074073,-34.25925925925925,2.1481481481481524,172,125,93,ctx-lh-inferiorparietal,1008.0
LG11,-50.782608695652186,-50.826086956521735,21.26086956521739,-49.782608695652186,-33.826086956521735,2.2608695652173907,177,125,94,ctx-lh-supramarginal,1031.0
LG12,-56.1875,-51.75,22.0,-55.1875,-34.75,3.0,183,125,93,ctx-lh-supramarginal,1031.0
LH1,-0.3833333333333399,-1.3000000000000114,30.91666666666667,0.61666666666666,15.699999999999989,11.916666666666671,127,116,143,ctx-rh-posteriorcingulate,2023.0
LH2,-6.682926829268297,-2.2195121951219505,31.512195121951223,-5.682926829268297,14.78048780487805,12.512195121951224,133,115,142,ctx-lh-posteriorcingulate,1023.0
LH11,-49.5,-6.666666666666657,33.45833333333333,-48.5,10.333333333333345,14.458333333333329,176,113,138,ctx-lh-precentral,1024.0
LH12,-54.57894736842104,-6.10526315789474,35.21052631578948,-53.57894736842104,10.89473684210526,16.21052631578948,181,111,138,ctx-lh-precentral,1024.0
LI8,-34.44444444444446,33.018518518518505,3.666666666666657,-33.44444444444446,50.018518518518505,-15.333333333333345,161,143,178,ctx-lh-parstriangularis,1020.0
LI9,-40.61538461538461,32.269230769230774,4.442307692307679,-39.61538461538461,49.26923076923077,-14.55769230769232,167,142,177,ctx-lh-parstriangularis,1020.0
LI10,-45.7741935483871,32.33870967741936,6.693548387096769,-44.7741935483871,49.33870967741936,-12.306451612903231,172,140,177,ctx-lh-parstriangularis,1020.0
LI11,-53.136363636363626,33.075757575757564,5.424242424242436,-52.136363636363626,50.07575757575757,-13.575757575757564,180,141,178,ctx-lh-parstriangularis,1020.0
LJ1,-17.34615384615384,18.461538461538453,-20.076923076923062,-16.34615384615384,35.46153846153845,-39.076923076923066,144,167,163,ctx-lh-lateralorbitofrontal,1012.0
LJ2,-18.08571428571429,21.885714285714272,-16.05714285714285,-17.08571428571429,38.88571428571427,-35.05714285714285,145,163,166,ctx-lh-lateralorbitofrontal,1012.0
LJ4,-17.90384615384616,24.59615384615384,-5.480769230769226,-16.90384615384616,41.59615384615384,-24.480769230769223,144,152,169,Left-Caudate,11.0
LJ5,-17.468085106382972,25.87234042553192,1.38297872340425,-16.468085106382972,42.87234042553192,-17.61702127659575,144,145,170,Left-Caudate,11.0
LJ6,-17.51162790697674,27.27906976744185,5.6511627906976685,-16.51162790697674,44.279069767441854,-13.348837209302332,144,141,172,Left-Caudate,11.0
LJ11,-17.125,31.25,37.25,-16.125,48.25,18.25,144,109,176,ctx-lh-superiorfrontal,1028.0
LJ12,-17.290322580645153,32.451612903225794,41.64516129032258,-16.290322580645153,49.451612903225794,22.645161290322577,144,105,177,ctx-lh-superiorfrontal,1028.0
RA1,17.53488372093024,-12.790697674418595,-18.232558139534888,18.53488372093024,4.209302325581405,-37.23255813953489,109,165,132,Right-Hippocampus,53.0
RA2,22.51351351351352,-14.72972972972974,-18.540540540540547,23.51351351351352,2.2702702702702595,-37.54054054054055,104,165,130,Right-Hippocampus,53.0
RA3,27.474999999999994,-15.650000000000006,-17.75,28.474999999999994,1.3499999999999943,-36.75,99,164,129,Right-Hippocampus,53.0
RA4,32.02777777777777,-17.16666666666667,-15.777777777777771,33.02777777777777,-0.1666666666666714,-34.77777777777777,94,162,127,Right-Hippocampus,53.0
RA5,36.71875,-18.453125,-15.0,37.71875,-1.453125,-34.0,90,162,126,Right-Hippocampus,53.0
RA7,47.68888888888888,-20.77777777777777,-13.48888888888888,48.68888888888888,-3.777777777777772,-32.48888888888888,79,160,124,ctx-rh-middletemporal,2015.0
RA8,52.93023255813954,-22.767441860465112,-13.697674418604665,53.93023255813954,-5.767441860465112,-32.69767441860466,74,160,122,ctx-rh-middletemporal,2015.0
RA9,56.48148148148148,-24.592592592592595,-15.037037037037038,57.48148148148148,-7.592592592592595,-34.03703703703704,70,162,120,ctx-rh-middletemporal,2015.0
RA10,61.10526315789474,-25.236842105263165,-13.26315789473685,62.10526315789474,-8.236842105263165,-32.26315789473685,65,160,119,ctx-rh-middletemporal,2015.0
RA11,65.29032258064515,-25.870967741935488,-12.935483870967744,66.29032258064515,-8.870967741935488,-31.935483870967744,61,159,119,ctx-rh-middletemporal,2015.0
RA12,71.02272727272728,-25.590909090909093,-13.045454545454533,72.02272727272728,-8.590909090909093,-32.04545454545453,55,160,119,ctx-rh-middletemporal,2015.0
RB1,21.152173913043484,-13.217391304347814,-13.804347826086968,22.152173913043484,3.7826086956521854,-32.80434782608697,105,160,131,Right-Hippocampus,53.0
RB2,26.0,-15.685714285714283,-12.657142857142844,27.0,1.3142857142857167,-31.657142857142844,101,159,129,Right-Hippocampus,53.0
RB3,29.351351351351354,-16.945945945945937,-12.027027027027032,30.351351351351354,0.0540540540540632,-31.02702702702703,97,159,128,Right-Hippocampus,53.0
RB4,34.75,-18.724999999999994,-11.599999999999994,35.75,-1.7249999999999943,-30.599999999999994,92,158,126,Right-Hippocampus,53.0
RB6,44.27659574468085,-22.148936170212764,-10.553191489361694,45.27659574468085,-5.148936170212764,-29.55319148936169,82,157,122,ctx-rh-superiortemporal,2030.0
RB7,49.72340425531915,-24.68085106382979,-10.595744680851055,50.72340425531915,-7.680851063829792,-29.595744680851052,77,157,120,ctx-rh-middletemporal,2015.0
RB8,54.57575757575758,-27.181818181818187,-12.121212121212125,55.57575757575758,-10.181818181818189,-31.121212121212125,72,159,117,ctx-rh-middletemporal,2015.0
RB9,58.34615384615384,-28.5,-11.038461538461547,59.34615384615384,-11.5,-30.038461538461547,68,158,116,ctx-rh-middletemporal,2015.0
RB10,62.08571428571429,-29.88571428571429,-11.542857142857144,63.08571428571429,-12.885714285714286,-30.542857142857144,64,158,115,ctx-rh-middletemporal,2015.0
RB11,66.42424242424242,-31.212121212121215,-11.454545454545467,67.42424242424242,-14.212121212121218,-30.454545454545467,60,158,113,ctx-rh-middletemporal,2015.0
RB12,71.36842105263159,-32.71052631578948,-10.07894736842104,72.36842105263159,-15.71052631578948,-29.07894736842104,55,157,112,ctx-rh-middletemporal,2015.0
LA1,-18.774193548387103,2.903225806451616,-16.532258064516128,-17.774193548387103,19.903225806451616,-35.53225806451613,145,163,147,Left-Amygdala,18.0
LA2,-24.208333333333343,3.777777777777772,-16.013888888888886,-23.208333333333343,20.77777777777777,-35.013888888888886,151,163,148,ctx-lh-insula,1035.0
LA3,-29.80645161290323,3.3387096774193594,-16.69354838709677,-28.80645161290323,20.33870967741936,-35.69354838709677,156,163,148,ctx-lh-insula,1035.0
LA4,-35.48275862068965,2.0517241379310462,-17.63793103448276,-34.48275862068965,19.051724137931046,-36.63793103448276,162,164,147,ctx-lh-insula,1035.0
LA5,-40.87234042553192,2.38297872340425,-17.106382978723417,-39.87234042553192,19.38297872340425,-36.10638297872342,167,164,147,ctx-lh-insula,1035.0
LA6,-45.76923076923077,2.615384615384613,-16.423076923076934,-44.76923076923077,19.615384615384613,-35.423076923076934,172,163,147,ctx-lh-superiortemporal,1030.0
LA7,-52.58904109589042,1.7123287671232958,-17.589041095890423,-51.58904109589042,18.712328767123296,-36.58904109589042,179,164,146,ctx-lh-superiortemporal,1030.0
LB1,-26.28333333333333,-11.583333333333345,-13.0,-25.28333333333333,5.416666666666657,-32.0,153,160,133,Left-Amygdala,18.0
LB2,-31.195652173913032,-11.304347826086968,-13.565217391304344,-30.195652173913032,5.695652173913032,-32.565217391304344,158,160,133,Left-Amygdala,18.0
LB3,-37.063829787234056,-9.80851063829786,-13.340425531914889,-36.063829787234056,7.191489361702139,-32.34042553191489,164,160,135,ctx-lh-insula,1035.0
LB4,-43.24242424242425,-9.318181818181811,-13.681818181818189,-42.24242424242425,7.681818181818187,-32.68181818181819,170,160,135,ctx-lh-superiortemporal,1030.0
LB5,-49.99000000000001,-9.0,-14.97999999999999,-48.99000000000001,8.0,-33.97999999999999,176,161,136,ctx-lh-middletemporal,1015.0
LB6,-59.636363636363626,-10.051948051948044,-17.441558441558442,-58.636363636363626,6.948051948051955,-36.44155844155844,186,164,134,ctx-lh-middletemporal,1015.0
LB7,-64.28571428571428,-10.0,-18.23809523809524,-63.28571428571428,7.0,-37.23809523809524,191,165,135,ctx-lh-superiortemporal,1030.0
LC1,-26.744680851063837,-27.36170212765957,-9.297872340425528,-25.744680851063837,-10.36170212765957,-28.297872340425528,153,156,117,Left-Hippocampus,17.0
LC2,-32.51111111111112,-25.97777777777777,-8.333333333333343,-31.51111111111112,-8.977777777777774,-27.333333333333343,159,155,119,Left-Hippocampus,17.0
LC3,-38.74285714285713,-24.028571428571425,-8.914285714285711,-37.74285714285713,-7.028571428571425,-27.91428571428571,165,155,120,Left-Hippocampus,17.0
LC4,-45.888888888888886,-23.04166666666667,-8.388888888888886,-44.888888888888886,-6.041666666666671,-27.38888888888889,172,155,121,ctx-lh-middletemporal,1015.0
LC5,-53.57894736842104,-21.824561403508767,-9.31578947368422,-52.57894736842104,-4.824561403508767,-28.31578947368422,180,156,123,ctx-lh-middletemporal,1015.0
LC6,-59.81967213114754,-21.01639344262296,-10.21311475409837,-58.81967213114754,-4.016393442622956,-29.21311475409837,186,157,123,ctx-lh-middletemporal,1015.0
LD1,-43.0344827586207,-24.689655172413797,12.379310344827587,-42.0344827586207,-7.689655172413794,-6.620689655172413,170,134,120,ctx-lh-transversetemporal,1034.0
LD2,-45.13157894736841,-21.05263157894737,11.31578947368422,-44.13157894736841,-4.05263157894737,-7.68421052631578,172,135,123,ctx-lh-supramarginal,1031.0
LD3,-47.389830508474574,-16.91525423728814,8.0,-46.389830508474574,0.0847457627118615,-11.0,174,139,128,ctx-lh-transversetemporal,1034.0
LD4,-49.580645161290334,-12.129032258064512,6.596774193548384,-48.580645161290334,4.870967741935488,-12.403225806451616,176,140,132,ctx-lh-superiortemporal,1030.0
LD5,-52.226415094339615,-7.207547169811335,6.037735849056617,-51.226415094339615,9.792452830188664,-12.962264150943383,179,140,137,ctx-lh-precentral,1024.0
LD6,-54.46808510638297,-2.212765957446805,5.404255319148945,-53.46808510638297,14.787234042553196,-13.595744680851055,181,141,142,ctx-lh-precentral,1024.0
LD7,-56.02816901408451,3.2957746478873275,4.732394366197184,-55.02816901408451,20.295774647887328,-14.267605633802816,183,142,148,ctx-lh-precentral,1024.0
LD8,-57.15384615384616,7.538461538461547,2.807692307692321,-56.15384615384616,24.538461538461547,-16.19230769230768,184,144,152,ctx-lh-precentral,1024.0
LE1,-44.27272727272728,-32.848484848484844,17.909090909090907,-43.27272727272728,-15.848484848484844,-1.0909090909090935,171,129,112,ctx-lh-supramarginal,1031.0
LE2,-50.627906976744185,-31.34883720930233,18.186046511627893,-49.627906976744185,-14.348837209302332,-0.8139534883721069,177,128,113,ctx-lh-supramarginal,1031.0
LE3,-56.51724137931035,-30.72413793103448,16.448275862068954,-55.51724137931035,-13.724137931034477,-2.5517241379310462,183,130,114,ctx-lh-supramarginal,1031.0
LE4,-61.9591836734694,-28.51020408163265,16.18367346938774,-60.9591836734694,-11.51020408163265,-2.8163265306122582,188,130,116,ctx-lh-supramarginal,1031.0
LF1,-5.699999999999989,-53.900000000000006,18.866666666666674,-4.699999999999989,-36.900000000000006,-0.1333333333333257,132,128,91,ctx-lh-isthmuscingulate,1010.0
LF2,-11.52631578947367,-54.44736842105263,19.55263157894737,-10.52631578947367,-37.44736842105263,0.5526315789473699,138,127,90,ctx-lh-isthmuscingulate,1010.0
LF3,-17.666666666666657,-55.72222222222223,20.77777777777777,-16.666666666666657,-38.72222222222223,1.7777777777777717,144,126,89,ctx-lh-precuneus,1025.0
LF4,-22.05263157894737,-57.21052631578948,21.28947368421052,-21.05263157894737,-40.21052631578948,2.2894736842105203,149,125,87,ctx-lh-precuneus,1025.0
LF6,-31.84615384615384,-58.815384615384616,24.56923076923077,-30.84615384615384,-41.815384615384616,5.569230769230771,158,122,86,ctx-lh-superiorparietal,1029.0
LF8,-41.42222222222222,-60.02222222222223,25.97777777777777,-40.42222222222222,-43.02222222222223,6.977777777777774,168,121,84,ctx-lh-inferiorparietal,1008.0
LF9,-46.413793103448285,-62.56896551724138,25.310344827586206,-45.413793103448285,-45.56896551724138,6.310344827586206,173,121,82,ctx-lh-inferiorparietal,1008.0
LF10,-52.36170212765958,-64.85106382978724,26.212765957446805,-51.36170212765958,-47.85106382978724,7.212765957446805,179,120,80,ctx-lh-inferiorparietal,1008.0
LF11,-58.241379310344826,-67.77586206896552,25.91379310344827,-57.241379310344826,-50.77586206896552,6.913793103448271,185,121,77,ctx-lh-inferiorparietal,1008.0
LG1,-39.548387096774206,-44.096774193548384,34.2258064516129,-38.548387096774206,-27.096774193548384,15.225806451612897,166,112,100,ctx-lh-supramarginal,1031.0
LG2,-45.30555555555554,-43.33333333333333,34.75,-44.30555555555554,-26.33333333333333,15.75,172,112,101,ctx-lh-supramarginal,1031.0
LG3,-51.38461538461539,-42.41025641025641,36.61538461538461,-50.38461538461539,-25.41025641025641,17.615384615384613,178,110,102,ctx-lh-supramarginal,1031.0
LG4,-56.62857142857143,-43.02857142857143,37.85714285714286,-55.62857142857143,-26.028571428571425,18.85714285714286,183,109,101,ctx-lh-supramarginal,1031.0
LG5,-61.07142857142858,-45.16666666666667,40.45238095238095,-60.07142857142858,-28.16666666666667,21.45238095238095,188,106,99,ctx-lh-supramarginal,1031.0
LH1,-4.576923076923066,-73.17307692307692,4.288461538461547,-3.576923076923066,-56.17307692307692,-14.711538461538453,131,142,71,ctx-lh-lingual,1013.0
LH2,-9.446808510638306,-72.14893617021276,5.38297872340425,-8.446808510638306,-55.14893617021277,-13.61702127659575,136,141,72,ctx-lh-pericalcarine,1021.0
LH3,-14.195121951219503,-71.5609756097561,4.82926829268294,-13.195121951219503,-54.5609756097561,-14.17073170731706,141,142,73,ctx-lh-pericalcarine,1021.0
LH4,-20.06,-71.8,4.0,-19.06,-54.8,-15.0,147,143,73,ctx-lh-pericalcarine,1021.0
LH7,-36.96774193548387,-76.6774193548387,6.0,-35.96774193548387,-59.67741935483871,-13.0,163,141,68,ctx-lh-lateraloccipital,1011.0
LH8,-41.636363636363626,-76.75757575757575,6.939393939393938,-40.636363636363626,-59.75757575757575,-12.060606060606062,168,140,68,ctx-lh-lateraloccipital,1011.0
LH9,-47.375,-77.20833333333333,8.729166666666657,-46.375,-60.20833333333333,-10.270833333333345,174,138,67,ctx-lh-lateraloccipital,1011.0
LH10,-52.355555555555554,-76.4,9.333333333333345,-51.355555555555554,-59.400000000000006,-9.666666666666655,179,137,68,ctx-lh-lateraloccipital,1011.0
LI1,-35.37037037037038,2.555555555555543,-42.203703703703695,-34.37037037037038,19.555555555555543,-61.203703703703695,162,189,147,ctx-lh-fusiform,1007.0
LI2,-38.79591836734693,1.367346938775512,-37.734693877551024,-37.79591836734693,18.367346938775512,-56.734693877551024,165,184,146,ctx-lh-inferiortemporal,1009.0
LI3,-41.89795918367346,0.7551020408163254,-32.83673469387756,-40.89795918367346,17.755102040816325,-51.83673469387756,168,179,145,ctx-lh-inferiortemporal,1009.0
LI4,-45.82142857142858,0.0535714285714163,-27.25,-44.82142857142858,17.053571428571416,-46.25,172,174,145,ctx-lh-middletemporal,1015.0
LI5,-48.52631578947367,0.4385964912280826,-23.333333333333343,-47.52631578947367,17.438596491228083,-42.33333333333334,175,170,145,ctx-lh-middletemporal,1015.0
LI6,-51.648648648648646,-0.2567567567567437,-18.756756756756744,-50.648648648648646,16.743243243243256,-37.75675675675674,178,165,144,ctx-lh-middletemporal,1015.0
LI7,-55.75362318840581,-1.260869565217405,-16.014492753623188,-54.75362318840581,15.739130434782597,-35.01449275362319,182,163,143,ctx-lh-superiortemporal,1030.0
LI8,-60.30508474576271,-2.5423728813559308,-12.152542372881356,-59.30508474576271,14.45762711864407,-31.15254237288136,187,159,142,ctx-lh-superiortemporal,1030.0
LJ1,-39.90909090909091,-10.590909090909092,-27.878787878787875,-38.90909090909091,6.4090909090909065,-46.87878787878788,166,174,134,ctx-lh-fusiform,1007.0
LJ2,-46.803571428571416,-10.553571428571416,-25.053571428571416,-45.803571428571416,6.446428571428584,-44.053571428571416,173,172,134,ctx-lh-inferiortemporal,1009.0
LJ3,-52.58000000000001,-10.659999999999997,-23.0,-51.58000000000001,6.340000000000003,-42.0,179,170,134,ctx-lh-middletemporal,1015.0
LJ4,-57.734693877551024,-10.877551020408164,-20.67346938775509,-56.734693877551024,6.122448979591837,-39.67346938775509,184,167,134,ctx-lh-middletemporal,1015.0
LJ5,-62.87096774193549,-11.967741935483872,-19.19354838709677,-61.87096774193549,5.032258064516128,-38.19354838709677,189,166,133,ctx-lh-superiortemporal,1030.0
LK1,-37.96153846153845,-23.115384615384613,-15.076923076923066,-36.96153846153845,-6.115384615384613,-34.076923076923066,164,162,121,Left-Hippocampus,17.0
LK2,-38.37037037037038,-27.01851851851852,-12.962962962962962,-37.37037037037038,-10.01851851851852,-31.96296296296296,165,159,117,Left-Hippocampus,17.0
LK8,-46.06410256410257,-49.76923076923077,6.628205128205138,-45.06410256410257,-32.769230769230774,-12.371794871794862,173,140,95,ctx-lh-bankssts,1001.0
LK9,-48.08333333333334,-52.45833333333333,10.583333333333345,-47.08333333333334,-35.45833333333333,-8.416666666666657,175,136,92,ctx-lh-bankssts,1001.0
LK10,-49.52238805970149,-57.07462686567165,13.119402985074627,-48.52238805970149,-40.07462686567165,-5.880597014925371,176,133,87,ctx-lh-inferiorparietal,1008.0
LK11,-51.26865671641792,-60.85074626865672,15.82089552238807,-50.26865671641792,-43.85074626865672,-3.1791044776119293,178,131,84,ctx-lh-inferiorparietal,1008.0
LK12,-52.81818181818181,-64.79545454545455,18.795454545454533,-51.81818181818181,-47.79545454545455,-0.2045454545454674,179,128,80,ctx-lh-inferiorparietal,1008.0
LL1,-29.056603773584897,-71.60377358490567,-13.056603773584897,-28.056603773584897,-54.60377358490567,-32.0566037735849,156,160,73,ctx-lh-fusiform,1007.0
LL2,-33.95555555555555,-73.31111111111112,-11.044444444444451,-32.95555555555555,-56.31111111111112,-30.04444444444445,160,158,71,ctx-lh-fusiform,1007.0
LL3,-38.06976744186048,-75.51162790697674,-9.767441860465112,-37.06976744186048,-58.51162790697674,-28.767441860465112,165,156,69,ctx-lh-fusiform,1007.0
LL4,-43.28205128205127,-76.33333333333333,-7.948717948717956,-42.28205128205127,-59.33333333333333,-26.94871794871796,170,154,68,ctx-lh-lateraloccipital,1011.0
LL5,-48.38095238095238,-76.42857142857143,-8.285714285714278,-47.38095238095238,-59.42857142857143,-27.28571428571428,175,155,68,ctx-lh-lateraloccipital,1011.0
LL6,-53.73333333333332,-76.91111111111111,-6.9777777777777885,-52.73333333333332,-59.91111111111111,-25.97777777777779,180,153,68,ctx-lh-lateraloccipital,1011.0
