labels,mm_x,mm_y,mm_z,surfmm_x,surfmm_y,surfmm_z,vox_x,vox_y,vox_z,roi,roiNum
RI7,38.6969696969697,42.5151515151515,-1.7878787878787818,39.6969696969697,59.5151515151515,-20.787878787878785,88,148,187,ctx-rh-parstriangularis,2020.0
RI8,43.5,41.92307692307693,-1.4615384615384528,44.5,58.92307692307693,-20.461538461538453,83,148,186,ctx-rh-parstriangularis,2020.0
RJ1,4.9090909090909065,39.27272727272728,33.490909090909085,5.9090909090909065,56.27272727272728,14.490909090909083,122,113,184,ctx-rh-superiorfrontal,2028.0
RJ2,8.183673469387756,39.591836734693885,38.59183673469387,9.183673469387756,56.591836734693885,19.59183673469387,118,108,184,ctx-rh-superiorfrontal,2028.0
RJ3,12.479166666666671,39.95833333333334,42.97916666666667,13.479166666666671,56.95833333333334,23.97916666666667,114,104,184,ctx-rh-superiorfrontal,2028.0
RJ4,15.162790697674424,39.046511627906966,48.30232558139535,16.162790697674424,56.046511627906966,29.30232558139535,111,98,184,ctx-rh-superiorfrontal,2028.0
RJ5,18.8,39.72727272727272,51.7090909090909,19.8,56.72727272727272,32.709090909090904,108,95,184,ctx-rh-superiorfrontal,2028.0
LA1,-17.09375,-5.015625,-18.71875,-16.09375,11.984375,-37.71875,144,165,139,Left-Amygdala,18.0
LA2,-24.22033898305085,-4.72881355932202,-20.627118644067792,-23.22033898305085,12.27118644067798,-39.62711864406779,151,167,140,Left-Amygdala,18.0
LA3,-29.599999999999994,-4.072727272727263,-23.181818181818187,-28.599999999999994,12.927272727272737,-42.18181818181819,156,170,140,Left-Amygdala,18.0
LA6,-48.14893617021278,-2.851063829787222,-24.87234042553192,-47.14893617021278,14.148936170212778,-43.87234042553192,175,171,142,ctx-lh-middletemporal,1015.0
LA7,-53.648648648648646,-3.621621621621614,-26.86486486486487,-52.648648648648646,13.378378378378386,-45.86486486486487,180,173,141,ctx-lh-middletemporal,1015.0
LA8,-58.41509433962264,-3.905660377358487,-28.58490566037736,-57.41509433962264,13.094339622641511,-47.58490566037736,185,175,141,ctx-lh-inferiortemporal,1009.0
LA9,-63.13953488372093,-3.16279069767441,-29.97674418604652,-62.13953488372093,13.83720930232559,-48.97674418604652,190,176,141,ctx-lh-inferiortemporal,1009.0
LB1,-22.71428571428572,-14.410714285714278,-23.178571428571416,-21.71428571428572,2.5892857142857224,-42.178571428571416,149,170,130,Left-Hippocampus,17.0
LB2,-27.96385542168676,-14.819277108433738,-19.819277108433734,-26.96385542168676,2.180722891566262,-38.81927710843374,154,166,130,Left-Hippocampus,17.0
LB3,-32.92222222222222,-15.222222222222229,-16.444444444444457,-31.922222222222217,1.7777777777777717,-35.44444444444446,159,163,129,Left-Amygdala,18.0
LB4,-39.10227272727272,-15.204545454545467,-13.22727272727272,-38.10227272727272,1.7954545454545323,-32.22727272727272,166,160,129,ctx-lh-superiortemporal,1030.0
LB5,-45.551724137931046,-14.31034482758622,-12.5,-44.551724137931046,2.6896551724137794,-31.5,172,159,130,ctx-lh-middletemporal,1015.0
LB6,-51.6,-14.49230769230769,-11.50769230769231,-50.6,2.507692307692309,-30.50769230769231,178,158,130,ctx-lh-inferiortemporal,1009.0
LB7,-55.76666666666668,-13.133333333333326,-9.5,-54.76666666666668,3.866666666666674,-28.5,182,156,131,ctx-lh-inferiortemporal,1009.0
LB8,-60.01694915254237,-10.949152542372872,-7.508474576271197,-59.01694915254237,6.050847457627128,-26.5084745762712,187,154,134,ctx-lh-inferiortemporal,1009.0
LB9,-65.80434782608697,-10.260869565217403,-5.565217391304344,-64.80434782608697,6.739130434782595,-24.565217391304344,192,152,134,ctx-lh-inferiortemporal,1009.0
LC1,-20.07499999999999,-25.974999999999994,-17.375,-19.07499999999999,-8.974999999999994,-36.375,147,164,119,Left-Hippocampus,17.0
LC2,-26.95555555555555,-27.355555555555554,-15.644444444444446,-25.95555555555555,-10.355555555555554,-34.644444444444446,153,162,117,Left-Hippocampus,17.0
LC3,-33.17948717948718,-28.102564102564106,-13.28205128205127,-32.17948717948718,-11.102564102564102,-32.28205128205127,160,160,116,ctx-lh-fusiform,1007.0
LC4,-39.74285714285713,-28.228571428571428,-9.657142857142844,-38.74285714285713,-11.228571428571428,-28.657142857142844,166,156,116,ctx-lh-inferiortemporal,1009.0
LC5,-45.97826086956522,-27.608695652173907,-8.65217391304347,-44.97826086956522,-10.608695652173909,-27.65217391304347,172,155,117,ctx-lh-inferiortemporal,1009.0
LC6,-50.61290322580646,-26.548387096774192,-7.709677419354847,-49.61290322580646,-9.548387096774192,-26.709677419354847,177,154,118,ctx-lh-inferiortemporal,1009.0
LC7,-55.636363636363626,-26.5,-7.545454545454531,-54.636363636363626,-9.5,-26.545454545454533,182,154,118,ctx-lh-inferiortemporal,1009.0
LF1,-37.68000000000001,-47.72,-20.28,-36.68000000000001,-30.72,-39.28,164,167,97,ctx-lh-fusiform,1007.0
LF2,-45.549295774647874,-44.78873239436619,-15.267605633802816,-44.549295774647874,-27.788732394366196,-34.267605633802816,172,162,100,ctx-lh-fusiform,1007.0
LF3,-51.47368421052633,-43.631578947368425,-14.36842105263159,-50.47368421052633,-26.631578947368425,-33.36842105263159,178,161,101,ctx-lh-fusiform,1007.0
LL1,-11.090909090909092,-54.35064935064935,17.987012987012974,-10.090909090909092,-37.35064935064935,-1.0129870129870255,138,129,90,ctx-lh-pericalcarine,1021.0
LL2,-15.195121951219503,-53.53658536585365,22.463414634146343,-14.195121951219503,-36.53658536585365,3.4634146341463463,142,124,91,ctx-lh-cuneus,1005.0
LL3,-18.465116279069772,-52.8953488372093,28.0,-17.465116279069775,-35.8953488372093,9.0,145,119,92,ctx-lh-cuneus,1005.0
LL4,-19.610169491525426,-50.57627118644068,33.28813559322033,-18.610169491525426,-33.57627118644068,14.288135593220332,146,113,94,ctx-lh-cuneus,1005.0
LL5,-19.27450980392157,-49.19607843137256,38.98039215686275,-18.27450980392157,-32.196078431372555,19.98039215686275,146,108,95,ctx-lh-cuneus,1005.0
LL6,-20.90697674418604,-48.30232558139535,44.16279069767442,-19.90697674418604,-31.30232558139535,25.162790697674424,147,102,96,ctx-lh-lateraloccipital,1011.0
LL7,-19.860759493670884,-46.734177215189874,48.0253164556962,-18.860759493670884,-29.734177215189877,29.0253164556962,146,98,98,ctx-lh-superiorparietal,1029.0
LL8,-19.164835164835157,-45.230769230769226,53.27472527472527,-18.164835164835157,-28.230769230769223,34.27472527472527,146,93,99,ctx-lh-superiorparietal,1029.0
LL9,-19.51724137931035,-44.03448275862068,60.241379310344826,-18.51724137931035,-27.034482758620683,41.241379310344826,146,86,100,ctx-lh-superiorparietal,1029.0
LL10,-18.865384615384613,-41.0,68.0,-17.865384615384613,-24.0,49.0,145,79,104,ctx-lh-superiorparietal,1029.0
LL11,-17.736111111111114,-37.0,74.77777777777777,-16.736111111111114,-20.0,55.77777777777777,144,72,108,ctx-lh-superiorparietal,1029.0
LL12,-17.815384615384602,-33.72307692307692,79.56923076923077,-16.815384615384602,-16.723076923076917,60.56923076923077,144,67,111,ctx-lh-superiorparietal,1029.0
LM1,-40.32142857142858,-43.53571428571429,39.39285714285714,-39.32142857142858,-26.53571428571429,20.39285714285714,167,107,101,ctx-lh-inferiorparietal,1008.0
LM2,-44.83333333333334,-44.41666666666667,39.27777777777777,-43.83333333333334,-27.41666666666667,20.27777777777777,171,107,100,ctx-lh-inferiorparietal,1008.0
LM3,-48.366666666666674,-44.8,39.43333333333334,-47.366666666666674,-27.8,20.433333333333337,175,107,100,ctx-lh-inferiorparietal,1008.0
LM4,-52.400000000000006,-45.03333333333333,38.66666666666667,-51.400000000000006,-28.03333333333333,19.66666666666667,179,108,99,ctx-lh-middletemporal,1015.0
LM5,-56.68965517241378,-44.55172413793103,39.96551724137932,-55.68965517241378,-27.551724137931032,20.96551724137932,183,107,100,ctx-lh-middletemporal,1015.0
LM6,-61.02083333333334,-45.95833333333333,41.29166666666667,-60.02083333333334,-28.95833333333333,22.29166666666667,188,105,99,ctx-lh-middletemporal,1015.0
LN1,-5.638888888888886,-80.69444444444444,18.27777777777777,-4.638888888888886,-63.69444444444444,-0.7222222222222285,132,128,64,ctx-lh-cuneus,1005.0
LN2,-11.929824561403509,-79.50877192982456,15.596491228070164,-10.929824561403509,-62.50877192982456,-3.403508771929836,138,131,65,ctx-lh-pericalcarine,1021.0
LN3,-19.597402597402606,-78.77922077922078,15.558441558441558,-18.597402597402606,-61.77922077922078,-3.441558441558442,146,131,66,ctx-lh-pericalcarine,1021.0
LN4,-27.75,-77.25,17.513888888888886,-26.75,-60.25,-1.4861111111111145,154,129,67,ctx-lh-lateraloccipital,1011.0
LN5,-34.673076923076934,-76.38461538461539,19.57692307692308,-33.673076923076934,-59.38461538461539,0.5769230769230802,161,127,68,ctx-lh-lateraloccipital,1011.0
LN6,-39.29787234042553,-76.27659574468085,19.55319148936171,-38.29787234042553,-59.27659574468085,0.5531914893617085,166,127,68,ctx-lh-lateraloccipital,1011.0
LO1,-55.66666666666666,-35.33333333333333,12.388888888888886,-54.66666666666666,-18.33333333333333,-6.611111111111114,182,134,109,ctx-lh-inferiortemporal,1009.0
LO2,-55.38095238095238,-37.47619047619048,17.97619047619048,-54.38095238095238,-20.47619047619048,-1.0238095238095184,182,129,107,ctx-lh-middletemporal,1015.0
LO3,-55.345454545454544,-38.727272727272734,23.181818181818187,-54.345454545454544,-21.727272727272734,4.181818181818187,182,123,106,ctx-lh-middletemporal,1015.0
LO4,-55.52083333333334,-38.22916666666667,28.95833333333333,-54.52083333333334,-21.22916666666667,9.958333333333329,182,118,106,ctx-lh-bankssts,1001.0
LO5,-55.66666666666666,-38.54166666666667,34.41666666666667,-54.66666666666666,-21.54166666666667,15.416666666666671,182,112,106,ctx-lh-bankssts,1001.0
LO6,-56.18518518518519,-39.29629629629629,39.44444444444444,-55.18518518518519,-22.29629629629629,20.444444444444443,183,107,105,ctx-lh-bankssts,1001.0
LO7,-56.19565217391303,-40.69565217391305,44.934782608695656,-55.19565217391303,-23.695652173913047,25.934782608695656,183,102,104,ctx-lh-middletemporal,1015.0
LO8,-55.38297872340425,-41.55319148936171,52.17021276595744,-54.38297872340425,-24.55319148936171,33.170212765957444,182,94,103,ctx-lh-middletemporal,1015.0
LU1,-40.481481481481495,-25.51851851851852,2.1851851851851904,-39.481481481481495,-8.518518518518519,-16.81481481481481,167,144,119,ctx-lh-superiortemporal,1030.0
LU2,-46.66129032258064,-26.064516129032256,4.225806451612897,-45.66129032258064,-9.064516129032256,-14.774193548387103,173,142,118,ctx-lh-inferiortemporal,1009.0
LU3,-52.41071428571428,-26.82142857142857,5.678571428571416,-51.41071428571428,-9.82142857142857,-13.321428571428584,179,141,118,ctx-lh-middletemporal,1015.0
LU4,-58.03508771929825,-28.50877192982456,6.614035087719287,-57.03508771929825,-11.508771929824562,-12.385964912280713,185,140,116,ctx-lh-middletemporal,1015.0
LU5,-63.28947368421052,-29.34210526315789,8.47368421052633,-62.28947368421052,-12.34210526315789,-10.52631578947367,190,138,115,ctx-lh-inferiortemporal,1009.0
LU6,-66.46875,-30.0,12.21875,-65.46875,-13.0,-6.78125,193,134,115,ctx-lh-inferiortemporal,1009.0
LU7,-69.93023255813952,-29.51162790697674,15.953488372093034,-68.93023255813952,-12.511627906976742,-3.046511627906966,196,131,115,ctx-lh-inferiortemporal,1009.0
AST1,-17.666666666666657,-4.476190476190482,-29.61904761904762,-16.666666666666657,12.523809523809518,-48.61904761904762,144,176,140,ctx-lh-entorhinal,1006.0
AST2,-25.80000000000001,-6.949999999999989,-35.900000000000006,-24.80000000000001,10.050000000000011,-54.900000000000006,152,182,138,ctx-lh-entorhinal,1006.0
AST3,-35.27659574468086,-8.680851063829778,-38.31914893617022,-34.27659574468086,8.319148936170222,-57.31914893617022,162,185,136,ctx-lh-inferiortemporal,1009.0
AST4,-47.10869565217391,-10.15217391304347,-38.02173913043478,-46.10869565217391,6.84782608695653,-57.02173913043478,174,185,134,ctx-lh-inferiortemporal,1009.0
GRID1,-35.15686274509804,46.21568627450981,31.686274509803923,-34.15686274509804,63.21568627450981,12.686274509803924,162,115,191,ctx-lh-rostralmiddlefrontal,1027.0
GRID2,-35.46969696969697,35.80303030303031,38.51515151515152,-34.46969696969697,52.80303030303031,19.51515151515152,162,108,180,ctx-lh-rostralmiddlefrontal,1027.0
GRID3,-33.96721311475409,29.0,47.65573770491804,-32.96721311475409,46.0,28.65573770491804,160,99,174,ctx-lh-caudalmiddlefrontal,1003.0
GRID4,-29.408163265306115,20.79591836734693,54.87755102040816,-28.408163265306115,37.79591836734693,35.87755102040816,156,92,165,ctx-lh-caudalmiddlefrontal,1003.0
GRID5,-30.55319148936169,12.893617021276585,61.82978723404256,-29.55319148936169,29.893617021276583,42.82978723404256,157,85,157,ctx-lh-caudalmiddlefrontal,1003.0
GRID6,-29.891304347826093,1.5434782608695627,67.6304347826087,-28.891304347826093,18.543478260869563,48.6304347826087,156,79,146,ctx-lh-superiorfrontal,1028.0
GRID9,-43.56410256410257,39.46153846153845,24.33333333333333,-42.56410256410257,56.46153846153845,5.333333333333329,170,122,184,ctx-lh-rostralmiddlefrontal,1027.0
GRID10,-44.78571428571428,30.46428571428572,30.69642857142857,-43.78571428571428,47.46428571428572,11.69642857142857,171,116,175,ctx-lh-rostralmiddlefrontal,1027.0
GRID11,-42.07526881720429,22.258064516129025,38.043010752688176,-41.07526881720429,39.25806451612903,19.043010752688176,169,108,167,ctx-lh-caudalmiddlefrontal,1003.0
GRID12,-39.83116883116884,15.870129870129858,46.59740259740259,-38.83116883116884,32.87012987012986,27.597402597402592,166,100,160,ctx-lh-caudalmiddlefrontal,1003.0
GRID13,-38.21621621621623,6.189189189189193,55.270270270270274,-37.21621621621623,23.189189189189197,36.270270270270274,165,91,151,ctx-lh-caudalmiddlefrontal,1003.0
GRID14,-37.5,-3.904761904761898,60.83333333333333,-36.5,13.095238095238102,41.83333333333333,164,86,141,ctx-lh-precentral,1024.0
GRID15,-36.97619047619048,-11.5,66.26190476190476,-35.97619047619048,5.5,47.26190476190476,163,80,133,ctx-lh-precentral,1024.0
GRID16,-32.04255319148936,-21.170212765957444,71.08510638297872,-31.04255319148936,-4.170212765957444,52.08510638297872,159,75,123,ctx-lh-precentral,1024.0
GRID17,-47.076923076923066,32.487179487179475,14.358974358974365,-46.076923076923066,49.48717948717948,-4.641025641025635,174,132,177,ctx-lh-parstriangularis,1020.0
GRID18,-50.29268292682926,24.5609756097561,19.1219512195122,-49.29268292682926,41.5609756097561,0.1219512195121979,177,127,169,ctx-lh-parsopercularis,1018.0
GRID19,-48.26190476190476,16.88095238095238,27.214285714285708,-47.26190476190476,33.88095238095238,8.214285714285708,175,119,161,ctx-lh-parsopercularis,1018.0
GRID20,-47.117647058823536,7.911764705882348,37.27941176470589,-46.117647058823536,24.911764705882348,18.279411764705884,174,109,152,ctx-lh-caudalmiddlefrontal,1003.0
GRID21,-47.17391304347825,1.760869565217405,47.60869565217391,-46.17391304347825,18.760869565217405,28.608695652173907,174,99,146,ctx-lh-caudalmiddlefrontal,1003.0
GRID22,-48.12068965517241,-8.293103448275872,54.53448275862068,-47.12068965517241,8.706896551724128,35.53448275862068,175,92,136,ctx-lh-precentral,1024.0
GRID23,-45.02083333333334,-17.04166666666667,61.60416666666667,-44.02083333333334,-0.0416666666666714,42.60416666666667,172,85,127,ctx-lh-precentral,1024.0
GRID24,-43.05263157894737,-24.28947368421052,66.02631578947368,-42.05263157894737,-7.28947368421052,47.026315789473685,170,80,120,ctx-lh-postcentral,1022.0
GRID25,-47.95454545454547,26.818181818181813,7.545454545454531,-46.95454545454547,43.81818181818181,-11.454545454545467,174,139,171,ctx-lh-parstriangularis,1020.0
GRID26,-51.03703703703704,19.81481481481481,12.18518518518519,-50.03703703703704,36.81481481481481,-6.8148148148148096,178,134,164,ctx-lh-parsopercularis,1018.0
GRID27,-52.78846153846155,11.115384615384611,21.288461538461533,-51.78846153846155,28.115384615384613,2.288461538461533,179,125,156,ctx-lh-parsopercularis,1018.0
GRID28,-52.18421052631578,4.05263157894737,30.421052631578945,-51.18421052631578,21.05263157894737,11.421052631578943,179,116,149,ctx-lh-precentral,1024.0
GRID29,-50.57407407407408,-2.481481481481495,41.0,-49.57407407407408,14.518518518518505,22.0,177,106,142,ctx-lh-precentral,1024.0
GRID30,-54.12903225806451,-13.887096774193536,46.30645161290323,-53.12903225806451,3.1129032258064626,27.30645161290323,181,100,131,ctx-lh-postcentral,1022.0
GRID31,-53.934782608695656,-22.28260869565217,53.84782608695652,-52.934782608695656,-5.282608695652172,34.84782608695652,180,93,122,ctx-lh-postcentral,1022.0
GRID32,-51.8153846153846,-31.01538461538462,58.86153846153846,-50.8153846153846,-14.01538461538462,39.86153846153846,178,88,113,ctx-lh-postcentral,1022.0
GRID33,-45.9111111111111,19.333333333333343,-0.1333333333333257,-44.9111111111111,36.33333333333334,-19.13333333333333,172,147,164,ctx-lh-parstriangularis,1020.0
GRID34,-50.52380952380952,11.976190476190482,6.690476190476204,-49.52380952380952,28.97619047619048,-12.309523809523796,177,140,156,ctx-lh-parsopercularis,1018.0
GRID35,-56.41666666666666,2.0,13.666666666666655,-55.41666666666666,19.0,-5.333333333333343,183,133,147,ctx-lh-precentral,1024.0
GRID36,-57.109090909090895,-3.709090909090918,21.981818181818184,-56.109090909090895,13.290909090909082,2.981818181818184,184,125,141,ctx-lh-precentral,1024.0
GRID37,-56.33333333333334,-11.596491228070164,31.19298245614036,-55.33333333333334,5.403508771929836,12.192982456140356,183,115,133,ctx-lh-postcentral,1022.0
GRID38,-58.81395348837211,-21.069767441860463,38.44186046511628,-57.81395348837211,-4.069767441860464,19.44186046511628,185,108,123,ctx-lh-postcentral,1022.0
GRID39,-57.0888888888889,-28.444444444444443,45.57777777777778,-56.0888888888889,-11.444444444444445,26.577777777777783,184,101,116,ctx-lh-supramarginal,1031.0
GRID40,-53.92727272727274,-36.41818181818182,50.92727272727272,-52.92727272727274,-19.41818181818182,31.92727272727272,180,96,108,ctx-lh-supramarginal,1031.0
GRID41,-50.41791044776119,7.31343283582089,-8.68656716417911,-49.41791044776119,24.31343283582089,-27.68656716417911,177,155,152,ctx-lh-superiortemporal,1030.0
GRID42,-55.448979591836746,1.9795918367346983,-0.9795918367346984,-54.448979591836746,18.9795918367347,-19.9795918367347,182,147,146,ctx-lh-superiortemporal,1030.0
GRID43,-57.80000000000001,-5.711111111111109,5.888888888888886,-56.80000000000001,11.288888888888891,-13.111111111111114,184,141,139,ctx-lh-precentral,1024.0
GRID44,-61.403225806451616,-14.032258064516128,11.83870967741936,-60.403225806451616,2.967741935483872,-7.161290322580641,188,135,130,ctx-lh-postcentral,1022.0
GRID45,-60.78181818181818,-21.89090909090909,21.89090909090909,-59.78181818181818,-4.890909090909091,2.8909090909090907,187,125,123,ctx-lh-supramarginal,1031.0
GRID46,-63.16326530612244,-29.755102040816325,29.14285714285714,-62.16326530612244,-12.755102040816324,10.14285714285714,190,117,115,ctx-lh-supramarginal,1031.0
GRID47,-60.41666666666666,-36.13333333333334,36.21666666666667,-59.41666666666666,-19.13333333333334,17.21666666666667,187,110,108,ctx-lh-supramarginal,1031.0
GRID48,-58.5,-43.61111111111112,41.55555555555556,-57.5,-26.611111111111114,22.55555555555556,185,105,101,ctx-lh-supramarginal,1031.0
GRID49,-53.62222222222224,-0.3333333333333428,-20.066666666666663,-52.62222222222224,16.666666666666657,-39.06666666666666,180,167,144,ctx-lh-superiortemporal,1030.0
GRID50,-56.59375,-8.421875,-11.46875,-55.59375,8.578125,-30.46875,183,158,136,ctx-lh-superiortemporal,1030.0
GRID51,-61.38775510204081,-15.83673469387756,-7.653061224489789,-60.38775510204081,1.1632653061224405,-26.65306122448979,188,154,129,ctx-lh-middletemporal,1015.0
GRID52,-61.80851063829786,-23.702127659574472,-1.4042553191489446,-60.80851063829786,-6.702127659574472,-20.404255319148945,188,148,121,ctx-lh-superiortemporal,1030.0
GRID53,-62.85185185185185,-29.925925925925924,10.037037037037038,-61.85185185185185,-12.925925925925924,-8.962962962962962,189,136,115,ctx-lh-superiortemporal,1030.0
GRID54,-63.0344827586207,-35.86206896551724,19.034482758620683,-62.0344827586207,-18.86206896551724,0.0344827586206832,190,127,109,ctx-lh-superiortemporal,1030.0
GRID55,-61.34693877551021,-41.57142857142857,26.673469387755105,-60.34693877551021,-24.57142857142857,7.673469387755105,188,120,103,ctx-lh-supramarginal,1031.0
GRID56,-58.74358974358975,-47.230769230769226,34.25641025641026,-57.74358974358975,-30.230769230769223,15.256410256410264,185,112,97,ctx-lh-supramarginal,1031.0
GRID57,-52.78846153846155,-8.461538461538453,-28.576923076923062,-51.78846153846155,8.538461538461547,-47.576923076923066,179,175,136,ctx-lh-inferiortemporal,1009.0
GRID58,-57.01818181818183,-15.345454545454544,-20.16363636363636,-56.01818181818183,1.654545454545456,-39.16363636363636,184,167,129,ctx-lh-middletemporal,1015.0
GRID59,-60.580645161290334,-23.451612903225808,-16.258064516129025,-59.580645161290334,-6.451612903225808,-35.258064516129025,187,163,121,ctx-lh-middletemporal,1015.0
GRID60,-61.803278688524586,-31.0,-10.0,-60.803278688524586,-14.0,-29.0,188,157,114,ctx-lh-middletemporal,1015.0
GRID61,-64.72727272727272,-38.0,-0.636363636363626,-63.72727272727272,-21.0,-19.636363636363622,191,147,107,ctx-lh-middletemporal,1015.0
GRID62,-63.46808510638297,-43.57446808510639,9.38297872340425,-62.46808510638297,-26.57446808510639,-9.61702127659575,190,137,101,ctx-lh-superiortemporal,1030.0
GRID63,-60.21212121212122,-47.51515151515152,19.454545454545453,-59.21212121212122,-30.51515151515152,0.4545454545454532,187,127,97,ctx-lh-superiortemporal,1030.0
GRID64,-56.54347826086956,-53.6304347826087,26.543478260869563,-55.54347826086956,-36.6304347826087,7.543478260869563,183,120,91,ctx-lh-supramarginal,1031.0
LA3,-26.88888888888889,-15.527777777777771,-9.166666666666655,-25.88888888888889,1.4722222222222283,-28.166666666666657,153,156,129,Left-Pallidum,13.0
LA4,-33.099999999999994,-15.366666666666674,-9.550000000000011,-32.099999999999994,1.6333333333333258,-28.55000000000001,160,156,129,Left-Putamen,12.0
LFP3,-37.74418604651163,51.7906976744186,24.232558139534888,-36.74418604651163,68.7906976744186,5.232558139534888,164,122,196,ctx-lh-rostralmiddlefrontal,1027.0
LFP4,-42.04761904761904,42.16666666666666,26.78571428571429,-41.04761904761904,59.16666666666666,7.785714285714292,169,120,187,ctx-lh-rostralmiddlefrontal,1027.0
LFP5,-47.0655737704918,31.754098360655743,28.81967213114754,-46.0655737704918,48.75409836065575,9.81967213114754,174,118,176,ctx-lh-parsopercularis,1018.0
LFP6,-49.230769230769226,21.730769230769223,30.82692307692308,-48.230769230769226,38.730769230769226,11.82692307692308,176,116,166,ctx-lh-parsopercularis,1018.0
LH1,-19.909090909090907,-18.33333333333333,-4.72727272727272,-18.909090909090907,-1.3333333333333286,-23.72727272727272,146,151,126,Left-Thalamus-Proper,10.0
LH2,-25.88372093023256,-19.395348837209298,-3.7906976744185954,-24.88372093023256,-2.3953488372092977,-22.790697674418595,152,150,125,Left-Pallidum,13.0
LH3,-31.89473684210526,-20.175438596491237,-2.666666666666657,-30.89473684210526,-3.175438596491233,-21.666666666666657,158,149,124,Left-Putamen,12.0
LH4,-36.93103448275863,-20.93103448275862,-2.5172413793103487,-35.93103448275863,-3.931034482758619,-21.51724137931035,163,149,124,ctx-lh-insula,1035.0
MST1,-36.33333333333334,-61.2,-16.5,-35.33333333333334,-44.2,-35.5,163,163,83,ctx-lh-fusiform,1007.0
MST2,-44.27659574468086,-55.46808510638297,-18.106382978723417,-43.27659574468086,-38.46808510638297,-37.10638297872342,171,165,89,ctx-lh-fusiform,1007.0
MST3,-53.0,-47.97435897435898,-20.30769230769232,-52.0,-30.974358974358974,-39.30769230769232,180,167,97,ctx-lh-inferiortemporal,1009.0
MST4,-59.35294117647058,-39.32352941176471,-20.764705882352928,-58.35294117647058,-22.32352941176471,-39.76470588235293,186,167,105,ctx-lh-inferiortemporal,1009.0
OF1,-5.326086956521749,29.413043478260875,-0.3913043478260931,-4.326086956521749,46.41304347826088,-19.391304347826093,132,147,174,ctx-lh-rostralanteriorcingulate,1026.0
OF8,-41.0,36.5,7.5625,-40.0,53.5,-11.4375,168,139,181,ctx-lh-rostralmiddlefrontal,1027.0
PPO1,0.0666666666666628,-88.93333333333334,6.933333333333337,1.0666666666666629,-71.93333333333334,-12.066666666666665,126,140,56,ctx-lh-pericalcarine,1021.0
PPO2,-0.5806451612903203,-89.48387096774194,18.290322580645157,0.4193548387096797,-72.48387096774194,-0.709677419354847,127,128,55,ctx-lh-cuneus,1005.0
PPO3,-4.294117647058812,-90.08823529411764,31.352941176470598,-3.294117647058812,-73.08823529411765,12.352941176470594,131,115,54,ctx-lh-cuneus,1005.0
PPO6,-18.52173913043478,-74.56521739130434,53.97826086956522,-17.52173913043478,-57.56521739130434,34.97826086956522,145,93,70,ctx-lh-superiorparietal,1029.0
PST1,-29.40000000000001,-64.51428571428572,-14.657142857142844,-28.40000000000001,-47.51428571428572,-33.657142857142844,156,161,80,ctx-lh-fusiform,1007.0
PST2,-38.5,-65.10526315789474,-16.68421052631578,-37.5,-48.10526315789474,-35.68421052631578,165,163,79,ctx-lh-fusiform,1007.0
PST3,-49.19999999999999,-63.760000000000005,-12.840000000000003,-48.19999999999999,-46.760000000000005,-31.840000000000003,176,159,81,ctx-lh-fusiform,1007.0
PST4,-58.120000000000005,-59.7,-4.740000000000009,-57.120000000000005,-42.7,-23.74000000000001,185,151,85,ctx-lh-middletemporal,1015.0
LB1,-21.74000000000001,-14.740000000000007,-20.180000000000007,-20.74000000000001,2.259999999999991,-39.18000000000001,148,167,130,Left-Hippocampus,17.0
LB2,-26.412698412698404,-14.730158730158736,-19.253968253968253,-25.412698412698404,2.2698412698412653,-38.25396825396825,153,166,130,Left-Hippocampus,17.0
LB3,-30.891304347826093,-14.456521739130435,-16.934782608695656,-29.891304347826093,2.5434782608695627,-35.934782608695656,157,163,130,Left-Hippocampus,17.0
LB4,-36.53846153846155,-14.102564102564116,-14.923076923076934,-35.53846153846155,2.897435897435884,-33.923076923076934,163,161,130,Left-Hippocampus,17.0
LB5,-43.0,-12.810810810810809,-13.202702702702709,-42.0,4.189189189189193,-32.20270270270271,170,160,132,ctx-lh-superiortemporal,1030.0
LB6,-48.26865671641792,-12.149253731343292,-8.552238805970148,-47.26865671641792,4.850746268656707,-27.55223880597015,175,155,132,ctx-lh-superiortemporal,1030.0
LB7,-52.918918918918905,-11.081081081081097,-4.878378378378386,-51.918918918918905,5.918918918918905,-23.878378378378383,179,151,133,ctx-lh-superiortemporal,1030.0
LB8,-58.9264705882353,-10.823529411764696,-4.911764705882348,-57.9264705882353,6.176470588235304,-23.911764705882348,185,151,134,ctx-lh-superiortemporal,1030.0
LB9,-65.59016393442624,-10.754098360655746,-5.26229508196721,-64.59016393442624,6.245901639344254,-24.26229508196721,192,152,134,ctx-lh-superiortemporal,1030.0
LC1,-38.68421052631578,-34.55263157894737,-7.1842105263157805,-37.68421052631578,-17.55263157894737,-26.18421052631578,165,154,110,Left-Hippocampus,17.0
LC3,-50.975,-39.475,-7.699999999999989,-49.975,-22.474999999999994,-26.69999999999999,177,154,105,ctx-lh-middletemporal,1015.0
LC4,-56.29729729729729,-42.32432432432432,-6.567567567567579,-55.29729729729729,-25.324324324324323,-25.56756756756758,183,153,102,ctx-lh-middletemporal,1015.0
LC5,-60.428571428571416,-44.64285714285714,-7.75,-59.428571428571416,-27.64285714285714,-26.75,187,154,100,ctx-lh-middletemporal,1015.0
